(Id (primary), url_id, url, tokenized_source)
(651, 651, 'http://gbc.com.qa', 'info gbc com qa FaceBook Facilities Contact Services New Website Launch Book Online Now About Us Members Linkedin 974 44023000 Developing More Services News Contact Us Home Photo Gallery Twitter Email Read More Office Package Videos')
(652, 652, 'http://gbm.com.qa', 'Business and Advanced Analytics 850 Enterprise Integration Deployment Services Governance Risk and Compliance Data Center and Site Infrastructure Retail Banking Data Warehousing Hybrid IT Cloud Services Accelerating your journey to the cloud from data center services to integrated private and cloud services we work with you to transform your existing legacy environments into an agile infrastructure Hybrid IT Cloud Services Accelerating your journey to the cloud from data center services to integrated private and cloud services we work with you to transform your existing legacy environments into an agile infrastructure Performance Management for Automobile Distribution Virtual Desktop Infrastructure Compliance Consulting Services Integration Services Mobile Workforce Secured Platform Zero Configuration for IT Enterprise Marketing Management Contact Us qatar gbmme com Business Process Management T 974 44073111 Netcool Operations Insight Network Solutions Home Our Customers Consulting Services Managed Services A diverse portfolio of services to support your transformation needs from total outsourcing of assets and human resources to on site and remote services Managed Services A diverse portfolio of services to support your transformation needs from total outsourcing of assets and human resources to on site and remote services Retail Solutions Read More Technical Support Professional Services Hardware and software warranty and maintenance of solutions that improve your return on investment by maintaining a healthy and reliable infrastructure Technical Support Professional Services Hardware and software warranty and maintenance of solutions that improve your return on investment by maintaining a healthy and reliable infrastructure Customers Security Assessment Project Management Services Cyber Security Solutions Security Solutions A holistic approach to protecting your organization from internal and external threats covering People Data Applications Network ad End Point Security Security Solutions A holistic approach to protecting your organization from internal and external threats covering People Data Applications Network ad End Point Security 29 years Cloud in a Box Information Management 200 IBM Intelligent Cluster Digital Infrastructure Solutions The building blocks for your digital transformation framework Servers Storage Next Generation Datacenters Cloud Infrastructure Wireless Networking and AV Conferencing Digital Infrastructure Solutions The building blocks for your digital transformation framework Servers Storage Next Generation Datacenters Cloud Infrastructure Wireless Networking and AV Conferencing Doha Qatar VersaStack Application Support and Maintenance On Premise Security Operations Center About Us Performance Management GBM J2EE Application Server Deployment Services Social Program Management Platform SAP Services Correspondence Management System CMS Data Virtualization Solution 250 Security Consulting Services Download PDF Implementation Services Advanced Services Healthcare Performance Management Success Stories GBM Qatar Installation and Implementation Services Managed Services Digital Business Solutions Harness the power of digital transformation by implementing the latest technologies Digital Automation Blockchain IoT Cognitive Computing Analytics and Customer Engagement Solutions Digital Business Solutions Harness the power of digital transformation by implementing the latest technologies Digital Automation Blockchain IoT Cognitive Computing Analytics and Customer Engagement Solutions ENOVIA the collaborative innovation application')
(653, 653, 'http://gccindirecttax.com.qa', 'www safenames net')
(654, 654, 'http://gccvat.com.qa', 'www safenames net')
(655, 655, 'http://gcg.com.qa', 'Click here for new GCG Office location Meeting Room HOME SERVICES GCG Email Login WORK gcg gcg com qa OFFICE Visit Website 974 4436 4455 CAREERS GCG Odoo login')
(656, 656, 'http://gdf-suez.com.qa', 'Hebergement safebrands info toute l actualite mondiale des noms de domaine Noms de domaine Safebrands')
(657, 657, 'http://gdsqatar.com.qa', 'Download map Homepage hide once contactus gdsqatar com qa hide forever Contact About l rby Download Agreement Media Registration announcement English')
(658, 658, 'http://gec.com.qa', 'Heat Tracing References Partners JV s About us Company Facilities Cable Management Cable Jointing Termination Diesel Generators Switchgear Panels Introduction Cables Contact us Project Division News Values Our Sectors Products Services Lighting Division Careers Bus Riser Busduct Home Aviation Obstruction MICC Cables General Special Certifications Partners JVs')
(659, 659, 'http://gemserve.com.qa', '')
(660, 660, 'http://generalco.com.qa', 'info routedge com Register Now w3 domains')
(661, 661, 'http://genielight.com.qa', 'Genie Light Genie Light is a Qatari based company that is specialized in lighting design and management of lighting services with worldwide access to reputable manufacturers and electrical suppliers About US Products Back Home Services Outdoor Lighting Indoor Lighting Contact Us ORGANIZATION CHART Projects')
(662, 662, 'http://geocounts.com.qa', '')
(663, 663, 'http://georgejensen.com.qa', 'Gifts Moonlight Grapes Sale Daisy My Georg Jensen Cufflinks and Tie Bars Key Rings find store Watch Straps Home Decor Henning Koppel Germany Koppel Marcia Manhattan For Him Login Register Steel cutlery Clocks and Weather Stations Register Belts Concave jewellery Torun Candle holders Other enquiries Bar and Wine silver explore fusion Centrepieces Christening Father s Day Indulgence Shop the Halo collection United Arab Emirates Silver cutlery Other countries Copenhagen Japan Serving Dishes and Trays Watches Bowls and Boxes Twitter Vases home decor find out more accessories Writing Instruments Masterpieces Candle Holders New Zealand Harald Nielsen Bloom Accessories Desk and Dresser Bowls Infinity Terms and Conditions Kitchen Urkiola Soren Georg Jensen For Cocktails Maria Berntsen Wine and Bar New Arrivals Mercy Christmas Magic Jobs Privacy Policy privacy policy Find Store Dew Drop Wedding Bracelets and Bangles Other EU countries 45 38 14 90 44 Pitchers and Carafes Australia Combinations Cookie Policy Sweden Silver Care 0 Basket Stores Shipping Candles Norway For Champagne Investor relations onlinestore georgjensen com Savannah For Her Dinnerware Cobra Books Coffee and Tea Pitchers Carafes and Shakers Sign up for exclusive offers Earrings Safe shipping Jewellery Instagram Login Explore silver jewellery Pinterest USA Cafu Cutlery Global Rings Johan Rohde explore silver jewellery Fusion Bernadotte About Georg Jensen Kuwait Corporate Social Responsibility Facebook New Denmark Bar Accessories Wallets Cardholders and Money Clips Graduation Exchange and Returns Vivianna Engagement and wedding Frequency For Children Alfredo Bowls Serving Dishes and Trays United Kingdom Offspring For Wine Explore Allan Scharff Halo Elephant China no online shop Taiwan Coolers and Ice Buckets Necklaces and Pendants Tableware Contact Us Glasses Goblets and Cups shop now Sigvard Bernadotte Lamps Sky Press Toys Picture Frames Georg Jensen Canada New York Frequently Asked Questions Saudi Arabia Pitchers and carafes Steel Care Customer Service')
(664, 664, 'http://george-jensen.com.qa', 'Gifts Moonlight Grapes Sale Daisy My Georg Jensen Cufflinks and Tie Bars Key Rings find store Watch Straps Home Decor Henning Koppel Germany Koppel Marcia Manhattan For Him Login Register Steel cutlery Clocks and Weather Stations Register Belts Concave jewellery Torun Candle holders Other enquiries Bar and Wine silver explore fusion Centrepieces Christening Father s Day Indulgence Shop the Halo collection United Arab Emirates Silver cutlery Other countries Copenhagen Japan Serving Dishes and Trays Watches Bowls and Boxes Twitter Vases home decor find out more accessories Writing Instruments Masterpieces Candle Holders New Zealand Harald Nielsen Bloom Accessories Desk and Dresser Bowls Infinity Terms and Conditions Kitchen Urkiola Soren Georg Jensen For Cocktails Maria Berntsen Wine and Bar New Arrivals Mercy Christmas Magic Jobs Privacy Policy privacy policy Find Store Dew Drop Wedding Bracelets and Bangles Other EU countries 45 38 14 90 44 Pitchers and Carafes Australia Combinations Cookie Policy Sweden Silver Care 0 Basket Stores Shipping Candles Norway For Champagne Investor relations onlinestore georgjensen com Savannah For Her Dinnerware Cobra Books Coffee and Tea Pitchers Carafes and Shakers Sign up for exclusive offers Earrings Safe shipping Jewellery Instagram Login Explore silver jewellery Pinterest USA Cafu Cutlery Global Rings Johan Rohde explore silver jewellery Fusion Bernadotte About Georg Jensen Kuwait Corporate Social Responsibility Facebook New Denmark Bar Accessories Wallets Cardholders and Money Clips Graduation Exchange and Returns Vivianna Engagement and wedding Frequency For Children Alfredo Bowls Serving Dishes and Trays United Kingdom Offspring For Wine Explore Allan Scharff Halo Elephant China no online shop Taiwan Coolers and Ice Buckets Necklaces and Pendants Tableware Contact Us Glasses Goblets and Cups shop now Sigvard Bernadotte Lamps Sky Press Toys Picture Frames Georg Jensen Canada New York Frequently Asked Questions Saudi Arabia Pitchers and carafes Steel Care Customer Service')
(665, 665, 'http://georgjensen.com.qa', 'Gifts Moonlight Grapes Sale Daisy My Georg Jensen Cufflinks and Tie Bars Key Rings find store Watch Straps Home Decor Henning Koppel Germany Koppel Marcia Manhattan For Him Login Register Steel cutlery Clocks and Weather Stations Register Belts Concave jewellery Torun Candle holders Other enquiries Bar and Wine silver explore fusion Centrepieces Christening Father s Day Indulgence Shop the Halo collection United Arab Emirates Silver cutlery Other countries Copenhagen Japan Serving Dishes and Trays Watches Bowls and Boxes Twitter Vases home decor find out more accessories Writing Instruments Masterpieces Candle Holders New Zealand Harald Nielsen Bloom Accessories Desk and Dresser Bowls Infinity Terms and Conditions Kitchen Urkiola Soren Georg Jensen For Cocktails Maria Berntsen Wine and Bar New Arrivals Mercy Christmas Magic Jobs Privacy Policy privacy policy Find Store Dew Drop Wedding Bracelets and Bangles Other EU countries 45 38 14 90 44 Pitchers and Carafes Australia Combinations Cookie Policy Sweden Silver Care 0 Basket Stores Shipping Candles Norway For Champagne Investor relations onlinestore georgjensen com Savannah For Her Dinnerware Cobra Books Coffee and Tea Pitchers Carafes and Shakers Sign up for exclusive offers Earrings Safe shipping Jewellery Instagram Login Explore silver jewellery Pinterest USA Cafu Cutlery Global Rings Johan Rohde explore silver jewellery Fusion Bernadotte About Georg Jensen Kuwait Corporate Social Responsibility Facebook New Denmark Bar Accessories Wallets Cardholders and Money Clips Graduation Exchange and Returns Vivianna Engagement and wedding Frequency For Children Alfredo Bowls Serving Dishes and Trays United Kingdom Offspring For Wine Explore Allan Scharff Halo Elephant China no online shop Taiwan Coolers and Ice Buckets Necklaces and Pendants Tableware Contact Us Glasses Goblets and Cups shop now Sigvard Bernadotte Lamps Sky Press Toys Picture Frames Georg Jensen Canada New York Frequently Asked Questions Saudi Arabia Pitchers and carafes Steel Care Customer Service')
(666, 666, 'http://georg-jensen.com.qa', 'Gifts Moonlight Grapes Sale Daisy My Georg Jensen Cufflinks and Tie Bars Key Rings find store Watch Straps Home Decor Henning Koppel Germany Koppel Marcia Manhattan For Him Login Register Steel cutlery Clocks and Weather Stations Register Belts Concave jewellery Torun Candle holders Other enquiries Bar and Wine silver explore fusion Centrepieces Christening Father s Day Indulgence Shop the Halo collection United Arab Emirates Silver cutlery Other countries Copenhagen Japan Serving Dishes and Trays Watches Bowls and Boxes Twitter Vases home decor find out more accessories Writing Instruments Masterpieces Candle Holders New Zealand Harald Nielsen Bloom Accessories Desk and Dresser Bowls Infinity Terms and Conditions Kitchen Urkiola Soren Georg Jensen For Cocktails Maria Berntsen Wine and Bar New Arrivals Mercy Christmas Magic Jobs Privacy Policy privacy policy Find Store Dew Drop Wedding Bracelets and Bangles Other EU countries 45 38 14 90 44 Pitchers and Carafes Australia Combinations Cookie Policy Sweden Silver Care 0 Basket Stores Shipping Candles Norway For Champagne Investor relations onlinestore georgjensen com Savannah For Her Dinnerware Cobra Books Coffee and Tea Pitchers Carafes and Shakers Sign up for exclusive offers Earrings Safe shipping Jewellery Instagram Login Explore silver jewellery Pinterest USA Cafu Cutlery Global Rings Johan Rohde explore silver jewellery Fusion Bernadotte About Georg Jensen Kuwait Corporate Social Responsibility Facebook New Denmark Bar Accessories Wallets Cardholders and Money Clips Graduation Exchange and Returns Vivianna Engagement and wedding Frequency For Children Alfredo Bowls Serving Dishes and Trays United Kingdom Offspring For Wine Explore Allan Scharff Halo Elephant China no online shop Taiwan Coolers and Ice Buckets Necklaces and Pendants Tableware Contact Us Glasses Goblets and Cups shop now Sigvard Bernadotte Lamps Sky Press Toys Picture Frames Georg Jensen Canada New York Frequently Asked Questions Saudi Arabia Pitchers and carafes Steel Care Customer Service')
(667, 667, 'http://geoscope.com.qa', '')
(668, 668, 'http://geowash.com.qa', 'Dubai Web Design Premium\r Hand Car Wash An ecological car wash that makes no compromise with quality or customer satisfaction Contact us News Events CONTACT US Locations Menu Services Sitemap About Us 800 WASH 800 9274 Why GeoWash Traffic Value add \r Service A professional value creating and hassle free service that will enhance your business Terms of Use Contact Us Saving Qatar s Water Liters of water\r saved to date Home Privacy Policy Read More Our Green Partners We aspire to create partnerships to ensure Qatar s development is sustainable')
(669, 669, 'http://germinmed.com.qa', '')
(670, 670, 'http://ges-se.com.qa', '')
(671, 671, 'http://getit.com.qa', 'Your browser doesn t support frames click here to continue')
